A01,0.8852459016393442,0.09551241385040132
A02,0.7049180327868853,0.125626986133331
A03,0.6065573770491803,0.06033403329564169
A04,0.8360655737704918,0.1316210162106286
B05,0.5166666666666667,0.15731168151396902
B06,0.0,nan
B07,0.06666666666666667,0.07761433736019652
B08,0.43333333333333335,0.1728771124943882
C09,0.3787878787878788,0.4424899014129251
C10,0.2835820895522388,0.5972287674804497
C11,0.31343283582089554,0.5858619220900785
C12,0.36363636363636365,0.580910424522266
D13,0.04838709677419355,0.1630705377966961
D14,0.1935483870967742,0.22509213450941323
D15,0.6,0.09137373601151566
D16,0.5166666666666667,0.17085205250143254
A01,1.0,0.0863541257915117
A02,0.9672131147540983,0.10639448132323026
A03,0.6065573770491803,0.04433111943947399
A04,0.9508196721311475,0.11505281677378276
B05,0.6333333333333333,0.1184197751948477
B06,0.07936507936507936,0.26144767929956836
B07,0.18333333333333332,0.05183264561372103
B08,0.45,0.10608057893756229
C09,0.3787878787878788,0.27241446701175076
C10,0.3283582089552239,0.3450270998750029
C11,0.373134328358209,0.3575062144930039
C12,0.4696969696969697,0.4216674267000129
D13,0.0967741935483871,0.07530756598129473
D14,0.22580645161290322,0.16324536742437523
D15,0.6666666666666666,0.07705048643897805
D16,0.65,0.13613006098077762
A01,0.8524590163934426,0.09827782538546193
A02,0.9508196721311475,0.10398217814111121
A03,0.8032786885245902,0.049477637150295184
A04,0.9836065573770492,0.12306670643252882
B05,0.8833333333333333,0.12465885320967529
B06,0.14285714285714285,0.28853153718671587
B07,0.25,0.1417398351756083
B08,0.7166666666666667,0.10614836992277299
C09,0.25757575757575757,0.35209900244462333
C10,0.2537313432835821,0.6961457251039529
C11,0.4925373134328358,0.40865840828729083
C12,0.6060606060606061,0.5850434928716706
D13,0.27419354838709675,0.2533731560326784
D14,0.27419354838709675,0.2533731560326784
D15,0.8833333333333333,0.08456633803878066
D16,0.8666666666666667,0.14019991235356155
